id,campaign_id,social_account_id,added_at,auto_publish
ba11db77-20de-44bc-a8bb-bce1cac26c32,9f5bdbb2-7a46-488f-96d8-ef8bcbf97149,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-06-19 16:08:53.461726,t
9ce52337-595b-473a-88db-e142557f467d,60314299-d604-4b8a-a5ee-1cfb94d36212,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-03-26 23:24:53.061917,t
064ff813-af07-4553-83c0-18ea5f938b7f,fc2cdc7d-16ff-409b-88f4-7193bf36dd68,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-03-29 23:11:32.397655,t
7206234d-ab9c-4e61-9361-890f0cc5f555,fc2cdc7d-16ff-409b-88f4-7193bf36dd68,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-03-29 23:11:32.397655,t
ea963e2a-4118-4e8f-91c8-5564fe47ae5f,be9dd7bf-f3cc-4b45-b33c-3a9dde2fca20,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-03-30 20:14:07.634665,t
e8dcc693-7d53-48b1-bd2e-9341823f1389,be9dd7bf-f3cc-4b45-b33c-3a9dde2fca20,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-03-30 20:14:07.634665,t
c5e9e372-72ca-4f85-8862-5968271efa32,be9dd7bf-f3cc-4b45-b33c-3a9dde2fca20,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-03-30 20:14:07.634665,t
461b320d-bc9d-402a-82d6-a4209382bcc2,be9dd7bf-f3cc-4b45-b33c-3a9dde2fca20,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-03-30 20:14:07.634665,t
075b516a-3d44-4e40-bccd-1db5dee25b56,526c3fe6-f60b-429a-8ccb-b6d2cac5d2e0,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-03-30 21:48:33.03889,t
59fd3642-7864-4a1f-84fb-1146c04b27cb,526c3fe6-f60b-429a-8ccb-b6d2cac5d2e0,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-03-30 21:48:33.03889,t
47f0807b-9764-49d2-b520-99a6d861cd75,526c3fe6-f60b-429a-8ccb-b6d2cac5d2e0,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-03-30 21:48:33.03889,t
ec0253ee-6e88-4eaf-a210-873daa593d2e,526c3fe6-f60b-429a-8ccb-b6d2cac5d2e0,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-03-30 21:48:33.03889,t
9bef3870-f69c-45c9-90ac-f7423e4f0f5d,0981dbfd-a881-4c4c-820d-993680ce6b56,69cf2e25-8123-458a-96c7-97cebac1804f,2026-04-03 16:18:13.613357,t
ad5b0426-b6a9-4a4b-828c-82b6ae989802,7da98b3c-256e-4ca2-a952-8c37e1d69829,69cf2e25-8123-458a-96c7-97cebac1804f,2026-04-03 18:55:58.023351,t
bd2bbc69-0b11-4dcb-861e-5191a798bf0d,e4b33a78-3c0a-4ea9-95ad-f9ecef3d5842,ba4bdea8-957c-4073-918d-5817fbb0b494,2026-04-05 20:04:35.649397,t
43648026-e689-4fcb-98a0-318e08a26cc5,e4b33a78-3c0a-4ea9-95ad-f9ecef3d5842,473934d6-4367-470e-94d2-268475aba983,2026-04-05 20:04:35.649397,t
49ff8312-57ce-41f2-bbe1-60b37cadc6b1,8dc0e13f-c91d-4cc4-abee-7b476b91598d,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-04-06 18:05:42.413232,t
80871969-403a-42fd-9e3a-a0e2531246ca,8dc0e13f-c91d-4cc4-abee-7b476b91598d,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-04-06 18:05:42.413232,t
5c61e702-94c8-4ff4-b27b-d0cfd12ee4ba,8dc0e13f-c91d-4cc4-abee-7b476b91598d,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-04-06 18:05:42.413232,t
9b61a338-ccd5-419d-a489-5b774aa173be,8dc0e13f-c91d-4cc4-abee-7b476b91598d,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-04-06 18:05:42.413232,t
114e2228-fc30-408b-9c8f-c4faff4682fc,7b02fe4c-5950-408e-9275-9696affa74bc,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-04-06 19:18:39.154499,t
4a38fc69-b483-4e17-9837-037679f36722,7b02fe4c-5950-408e-9275-9696affa74bc,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-04-06 19:18:39.154499,t
a6ac7213-c646-49bb-8602-2af8ba95a08f,7b02fe4c-5950-408e-9275-9696affa74bc,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-04-06 19:18:39.154499,t
996cf61e-44bb-440b-8aba-bf1ad3c4908c,074c2655-ec3c-4264-ba92-352563b13a8e,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-04-06 20:16:05.915023,t
c81c8c9a-32f9-4b1e-b397-e0b587b649ad,074c2655-ec3c-4264-ba92-352563b13a8e,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-04-06 20:16:05.915023,t
9c9bffdc-4d71-41bc-be01-846dbcf412ce,074c2655-ec3c-4264-ba92-352563b13a8e,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-04-06 20:16:05.915023,t
afb25941-8470-4ad5-89fa-c0ecd038a31c,5d77089c-54f3-46d7-8a74-d0fc0a1f0658,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-10 03:45:47.716689,t
82322b59-7b11-4645-9e07-847b76e17277,5d77089c-54f3-46d7-8a74-d0fc0a1f0658,4e7cd00b-08df-4b22-b3a1-2b11707ae446,2026-04-10 03:45:47.716689,t
f494981e-ae49-49d8-9ea2-e3e9c2d5259a,900d7724-fe34-4a8e-9eb0-d2ff202837e0,9cbf55e6-9fd9-47a8-bf5f-58a48e3edc61,2026-04-10 06:30:18.092669,t
48941fa6-6942-4d30-b434-3d64fe62e943,900d7724-fe34-4a8e-9eb0-d2ff202837e0,4e7cd00b-08df-4b22-b3a1-2b11707ae446,2026-04-10 06:30:18.092669,t
