id,tenant_domain,market_id,date,source,medium,campaign,sessions,users,conversions,revenue,orbit_clicks,created_at
6522235f-24e1-4481-af78-586d2d6f05c0,synozur.com,,2026-06-23,google,organic,(organic),1,1,0,0,0,2026-06-27 18:42:47.431756
45409bae-da75-4cd6-8c5f-2b0cf4c8a042,synozur.com,,2026-06-23,statics.teams.cdn.office.net,referral,(referral),1,1,0,0,0,2026-06-27 18:42:47.431756
70389091-60e4-4a54-98fa-43b7e5a06228,synozur.com,,2026-06-24,linkedin,social,ai-availability-risk-readiness,1,1,0,0,0,2026-06-27 18:42:47.431756
282729d3-621d-43eb-ab10-4c337283c075,synozur.com,,2026-06-24,linkedin.com,referral,(referral),1,1,0,0,0,2026-06-27 18:42:47.431756
5840b37a-afa6-4a15-acb9-358a188b20df,synozur.com,,2026-06-24,podmatch.com,referral,(referral),1,1,0,0,0,2026-06-27 18:42:47.431756
a8cf6898-103d-466f-a113-1931adfa2a64,synozur.com,,2026-06-25,claude.ai,ai-assistant,(ai-assistant),1,1,0,0,0,2026-06-27 18:42:47.431756
470416ac-c606-4537-946f-7058a26522aa,synozur.com,,2026-06-26,chatgpt.com,ai-assistant,(ai-assistant),1,1,0,0,0,2026-06-27 18:42:47.431756
eebdb688-3888-4ef9-94c4-12a6f9a20780,synozur.com,,2026-06-26,darsycertification-wu2.azurewebsites.net,referral,(referral),1,1,0,0,0,2026-06-27 18:42:47.431756
0c927a42-b489-4955-92f9-57cf82d71073,synozur.com,,2026-06-26,linkedin,social,ai-availability-risk-readiness,1,1,0,0,0,2026-06-27 18:42:47.431756
25df830a-beb5-45ff-84fc-4781dd83eafd,synozur.com,,2026-06-26,podmatch.com,referral,(referral),1,1,0,0,0,2026-06-27 18:42:47.431756
f911b75a-32a0-4b10-af0e-ab823176b739,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,2026-07-01,facebook,social,2026-summer-of-copilot-week-1,0,0,0,0,2,2026-07-02 00:56:37.721171
70b729a7-b036-488f-ac17-8cc92daa4bba,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,2026-07-01,twitter,social,2026-summer-of-copilot-week-1,0,0,0,0,6,2026-07-02 00:56:37.821625
f88e5603-e45b-4030-8b5f-974590ae59f6,synozur.com,,2026-07-09,yahoo,organic,(organic),2,1,0,0,0,2026-07-10 21:34:47.905854
47e104ab-e3d1-4a60-8f8d-60511cbbd59f,synozur.com,,2026-07-09,chatgpt.com,ai-assistant,(ai-assistant),1,1,0,0,0,2026-07-10 21:34:47.905854
26d9fe9f-b563-427e-9872-df5601e5f2f6,synozur.com,,2026-07-09,chrismcnulty.net,referral,(referral),1,1,0,0,0,2026-07-10 21:34:47.905854
a65aaf5f-c441-4f0d-bce0-cc0995f48ef1,synozur.com,,2026-06-29,(direct),(none),(direct),17,17,0,0,0,2026-06-30 22:54:45.539
e5370f49-ba10-4d79-b5f6-8453d03c8731,synozur.com,,2026-06-29,bing,organic,(organic),8,7,0,0,0,2026-06-30 22:54:45.539
98d8f077-4962-4586-ad91-736886d0bdc1,synozur.com,,2026-06-29,google,organic,(organic),7,5,0,0,0,2026-06-30 22:54:45.539
4af6fd1d-2896-4328-afcf-bb54b56fb711,synozur.com,,2026-06-29,facebook,social,polaris-055,4,4,0,0,0,2026-06-30 22:54:45.539
eab2e101-e74e-4965-97c2-17859d1132d9,synozur.com,,2026-06-29,facebook,social,2026-summer-of-copilot-week-1,2,2,0,0,0,2026-06-30 22:54:45.539
